depcom,cp,ncc,nccenr,longitude,latitude
01001,1400,L'ABERGEMENT-CLEMENCIAT,L'Abergement-Clémenciat,4.920347188188509,46.15059760821454
01002,1640,L'ABERGEMENT-DE-VAREY,L'Abergement-de-Varey,5.423378604768479,46.006742038624644
01004,1500,AMBERIEU-EN-BUGEY,Ambérieu-en-Bugey,5.356634611701361,45.95770014026058
01005,1330,AMBERIEUX-EN-DOMBES,Ambérieux-en-Dombes,4.902089164918078,45.99777708138175
01006,1300,AMBLEON,Ambléon,5.601235965637631,45.74872088186469
01007,1500,AMBRONAY,Ambronay,5.359969994267318,46.00537807749034
01008,1500,AMBUTRIX,Ambutrix,5.337764324121709,45.939172830003606
01009,1300,ANDERT-ET-CONDON,Andert-et-Condon,5.654904643306143,45.79432176893695
01010,1350,ANGLEFORT,Anglefort,5.807696003514429,45.911365391979245
01011,1100,APREMONT,Apremont,5.65542941137389,46.20696730152177
01012,1110,ARANC,Aranc,5.50858405811387,46.00398622188143
01013,1230,ARANDAS,Arandas,5.485540648732331,45.89457965551007
01014,1100,ARBENT,Arbent,5.680483129434149,46.29467721525575
01015,1300,ARBOYS EN BUGEY,Arboys en Bugey,5.65042122676068,45.72775346435601
01016,1190,ARBIGNY,Arbigny,4.96156296311222,46.46965984315554
01017,1230,ARGIS,Argis,5.489866966033229,45.933224911588404
01019,1510,ARMIX,Armix,5.58534095966657,45.849094482679206
01021,1480,ARS-SUR-FORMANS,Ars-sur-Formans,4.821764603873339,45.99189149000844
01022,1510,ARTEMARE,Artemare,5.69226043518164,45.87362699500119
01023,1570,ASNIERES-SUR-SAONE,Asnières-sur-Saône,4.88298286622482,46.383612370017005
01024,1340,ATTIGNAT,Attignat,5.159003719943049,46.28683966540335
01025,1380,BAGE-DOMMARTIN,Bâgé-Dommartin,4.944318569292889,46.3150277541786
01026,1380,BAGE-LE-CHATEL,Bâgé-le-Châtel,4.9284430317642,46.307190873620826
01027,1360,BALAN,Balan,5.097470524348999,45.83398340097843
01028,1990,BANEINS,Baneins,4.900778754225869,46.109492299337916
01029,1270,BEAUPONT,Beaupont,5.26679228710235,46.41086261551346
01030,1480,BEAUREGARD,Beauregard,4.75098444735961,46.00111421915024
01031,1100,BELLIGNAT,Bellignat,5.632572950871349,46.244439142263225
01032,1360,BELIGNEUX,Béligneux,5.127783014289469,45.85143273236301
01033,1200,BELLEGARDE-SUR-VALSERINE,Bellegarde-sur-Valserine,5.825492105088592,46.10735500178331
01034,1300,BELLEY,Belley,5.68793283806986,45.758400396956596
01035,1130,BELLEYDOUX,Belleydoux,5.777095425478239,46.251815361220004
01036,1260,BELMONT-LUTHEZIEU,Belmont-Luthézieu,5.66035400740786,45.88068968315648
01037,1470,BENONCES,Bénonces,5.47477571356595,45.82724574904474
01038,1370,BENY,Bény,5.28251132409797,46.319564060263
01039,1350,BEON,Béon,5.754490980602681,45.854106340746696
01040,1340,BEREZIAT,Béréziat,5.04503654889924,46.36641000578812
01041,1500,BETTANT,Bettant,5.36246931655648,45.9431641653934
01042,1290,BEY,Bey,4.84489941983447,46.21940279049865
01043,1700,BEYNOST,Beynost,5.001048133033861,45.84023689146892
01044,1200,BILLIAT,Billiat,5.7850794242836,46.07681731273277
01045,1330,BIRIEUX,Birieux,5.039982567773101,45.95213953241539
01046,1290,BIZIAT,Biziat,4.94472771221588,46.21683888574624
01047,1150,BLYES,Blyes,5.24875494018518,45.84638680767852
01049,1120,LA BOISSE,La Boisse,5.03460095238298,45.84143905870981
01050,1190,BOISSEY,Boissey,4.994815615811418,46.3808108474568
01051,1450,BOLOZON,Bolozon,5.47438344938551,46.19213216825119
01052,1330,BOULIGNEUX,Bouligneux,4.99086565061926,46.02237412583721
01053,1000,BOURG-EN-BRESSE,Bourg-en-Bresse,5.227116910580631,46.20445238788926
01054,1800,BOURG-SAINT-CHRISTOPHE,Bourg-Saint-Christophe,5.160249512975968,45.89045304189567
01056,1640,BOYEUX-SAINT-JEROME,Boyeux-Saint-Jérôme,5.455422612332169,46.029476119905794
01057,1190,BOZ,Boz,4.908515639759682,46.40660697787837
01058,1300,BREGNIER-CORDON,Brégnier-Cordon,5.61963973160366,45.648285911384974
01059,1260,BRENAZ,Brénaz,5.721715430481431,45.947706664440304
01060,1110,BRENOD,Brénod,5.605634545556229,46.06035908817437
01061,1300,BRENS,Brens,5.69367264953956,45.717717911337324
01062,1360,BRESSOLLES,Bressolles,5.094837406472241,45.866461394391074
01063,1460,BRION,Brion,5.55130318190082,46.17241249367761
01064,1470,BRIORD,Briord,5.45856885941488,45.78165253933117
01065,1310,BUELLAS,Buellas,5.13258088547409,46.20896727857758
01066,1510,LA BURBANCHE,La Burbanche,5.559415979589599,45.84608102859772
01067,1430,CEIGNES,Ceignes,5.49831774552658,46.11953362932198
01068,1450,CERDON,Cerdon,5.46543567803246,46.07971079948954
01069,1240,CERTINES,Certines,5.26433023192925,46.13164888457209
01071,1170,CESSY,Cessy,6.069181053499431,46.318205266014715
01072,1250,CEYZERIAT,Ceyzériat,5.3233141084402895,46.1782036967875
01073,1350,CEYZERIEU,Ceyzérieu,5.7251784058234705,45.83499469683842
01074,1320,CHALAMONT,Chalamont,5.170842171248649,45.995647611097944
01075,1480,CHALEINS,Chaleins,4.803630206161138,46.03001225915741
01076,1230,CHALEY,Chaley,5.53088712483399,45.95483851442269
01077,1450,CHALLES-LA-MONTAGNE,Challes-la-Montagne,5.463573885959429,46.12479763219078
01078,1630,CHALLEX,Challex,5.975876905632938,46.181007548956686
01079,1260,CHAMPAGNE-EN-VALROMEY,Champagne-en-Valromey,5.676953109383991,45.90372397975545
01080,1110,CHAMPDOR-CORCELLES,Champdor-Corcelles,5.597086105568791,46.01640725253182
01081,1410,CHAMPFROMIER,Champfromier,5.8156448568664185,46.19320040665509
01082,1420,CHANAY,Chanay,5.785353752958449,46.005627481385105
01083,1990,CHANEINS,Chaneins,4.851108733962751,46.095901406664105
01084,1400,CHANOZ-CHATENAY,Chanoz-Châtenay,5.02911599700793,46.182936412913705
01085,1240,LA CHAPELLE-DU-CHATELARD,La Chapelle-du-Châtelard,5.024894343981399,46.06861213127153
01087,1130,CHARIX,Charix,5.684096801238871,46.18286798831321
01088,1800,CHARNOZ-SUR-AIN,Charnoz-sur-Ain,5.2214337872687,45.87215118460557
01089,1500,CHATEAU-GAILLARD,Château-Gaillard,5.30303325148153,45.973217513727484
01090,1320,CHATENAY,Châtenay,5.200767438046078,46.03290545526869
01091,1200,CHATILLON-EN-MICHAILLE,Châtillon-en-Michaille,5.798863255329371,46.144057084844775
01092,1320,CHATILLON-LA-PALUD,Châtillon-la-Palud,5.248849921023881,45.97520759133026
01093,1400,CHATILLON-SUR-CHALARONNE,Châtillon-sur-Chalaronne,4.956818030892449,46.119349199090195
01094,1190,CHAVANNES-SUR-REYSSOUZE,Chavannes-sur-Reyssouze,4.992719294718659,46.43038872135691
01095,1250,NIVIGNE ET SURAN,Nivigne et Suran,5.425609040020198,46.26255326513158
01096,1660,CHAVEYRIAT,Chaveyriat,5.05946439431583,46.19680319337398
01097,1510,CHAVORNAY,Chavornay,5.71962720405777,45.879278822879876
01098,1300,CHAZEY-BONS,Chazey-Bons,5.681072729989349,45.80271314357884
01099,1150,CHAZEY-SUR-AIN,Chazey-sur-Ain,5.2532058294077295,45.89224191970056
01100,1510,CHEIGNIEU-LA-BALME,Cheignieu-la-Balme,5.6075016154938595,45.82696147994113
01101,1430,CHEVILLARD,Chevillard,5.5807252502042,46.10868023921121
01102,1190,CHEVROUX,Chevroux,4.94792569236094,46.37981970405442
01103,1170,CHEVRY,Chevry,6.035865138211328,46.280348994963866
01104,1200,CHEZERY-FORENS,Chézery-Forens,5.866438442843479,46.22166621647983
01105,1390,CIVRIEUX,Civrieux,4.8800684413107085,45.920680366994404
01106,1250,CIZE,Cize,5.445056898060621,46.20357778190688
01107,1230,CLEYZIEU,Cleyzieu,5.430628511637779,45.90748559294635
01108,1270,COLIGNY,Coligny,5.34500906448563,46.382256389000425
01109,1550,COLLONGES,Collonges,5.903537243493241,46.137824329923866
01110,1300,COLOMIEU,Colomieu,5.621078697573849,45.732944604947114
01111,1230,CONAND,Conand,5.46995156494895,45.89221854490906
01112,1430,CONDAMINE,Condamine,5.550921686145712,46.108453101729516
01113,1400,CONDEISSIAT,Condeissiat,5.080032745974271,46.15769443320734
01114,1200,CONFORT,Confort,5.82249140898808,46.14977965847863
01115,1310,CONFRANCON,Confrançon,5.064701436305379,46.26696973705172
01116,1300,CONTREVOZ,Contrevoz,5.62840051061577,45.805754138053864
01117,1300,CONZIEU,Conzieu,5.606602354738288,45.72607249572051
01118,1420,CORBONOD,Corbonod,5.808144831522689,45.97082435577999
01121,1110,CORLIER,Corlier,5.498145426775299,46.0303442763624
01122,1110,CORMARANCHE-EN-BUGEY,Cormaranche-en-Bugey,5.610888344261668,45.95302108489979
01123,1290,CORMORANCHE-SUR-SAONE,Cormoranche-sur-Saône,4.83132509888265,46.24033879475254
01124,1560,CORMOZ,Cormoz,5.231864129742379,46.44848462640058
01125,1250,CORVEISSIAT,Corveissiat,5.480552102886641,46.24244959849111
01127,1370,COURMANGOUX,Courmangoux,5.368795719176009,46.33041505402399
01128,1560,COURTES,Courtes,5.099344817400269,46.45910432872556
01129,1320,CRANS,Crans,5.19028797103394,45.964644707976376
01130,1340,CRAS-SUR-REYSSOUZE,Cras-sur-Reyssouze,5.16501626984669,46.307444234968926
01133,1350,CRESSIN-ROCHEFORT,Cressin-Rochefort,5.762656169062211,45.78542772273576
01134,1290,CROTTET,Crottet,4.89101347849739,46.27719337879967
01135,1170,CROZET,Crozet,6.011157831957411,46.28010415065935
01136,1290,CRUZILLES-LES-MEPILLAT,Cruzilles-lès-Mépillat,4.88010135387627,46.22423074479505
01138,1350,CULOZ,Culoz,5.78126440741352,45.848043971866005
01139,1560,CURCIAT-DONGALON,Curciat-Dongalon,5.157295142506041,46.47423886116823
01140,1310,CURTAFOND,Curtafond,5.088270603315069,46.27194455316205
01141,1300,CUZIEU,Cuzieu,5.674093285099739,45.818195862067434
01142,1120,DAGNEUX,Dagneux,5.067204491440881,45.85165666103171
01143,1220,DIVONNE-LES-BAINS,Divonne-les-Bains,6.141631345328679,46.35678330498764
01145,1240,DOMPIERRE-SUR-VEYLE,Dompierre-sur-Veyle,5.2035749942445,46.07068625378036
01146,1400,DOMPIERRE-SUR-CHALARONNE,Dompierre-sur-Chalaronne,4.9032275789923805,46.142778987797065
01147,1270,DOMSURE,Domsure,5.2944595141439805,46.41841732308254
01148,1590,DORTAN,Dortan,5.658250074305149,46.3186239979982
01149,1500,DOUVRES,Douvres,5.372187823886431,45.98890670031756
01150,1250,DROM,Drom,5.367783036282428,46.21692492427126
01151,1160,DRUILLAT,Druillat,5.316998137209421,46.05941702922247
01152,1130,ECHALLON,Échallon,5.741203977906159,46.20943657479898
01153,1170,ECHENEVEX,Échenevex,6.0348166004989405,46.30831232638122
01154,1340,ETREZ,Étrez,5.18427860542938,46.33410103045739
01155,1230,EVOSGES,Évosges,5.49754080222269,45.96008405520369
01156,1800,FARAMANS,Faramans,5.124571766619481,45.90193898808324
01157,1480,FAREINS,Fareins,4.76060329035111,46.01897944376592
01158,1550,FARGES,Farges,5.9051095799554,46.167520289103216
01159,1570,FEILLENS,Feillens,4.8904376296934995,46.33575055330967
01160,1210,FERNEY-VOLTAIRE,Ferney-Voltaire,6.10720898964671,46.2549932397207
01162,1350,FLAXIEU,Flaxieu,5.734140246916499,45.80774712589015
01163,1340,FOISSIAT,Foissiat,5.1740145257796,46.37032971163821
01165,1090,FRANCHELEINS,Francheleins,4.807635596507109,46.073183330044046
01166,1480,FRANS,Frans,4.772626130827159,45.990869723691844
01167,1140,GARNERANS,Garnerans,4.840524869218019,46.205062028587655
01169,1090,GENOUILLEUX,Genouilleux,4.78581559336816,46.11856493450329
01170,1460,BEARD-GEOVREISSIAT,Béard-Géovreissiat,5.555986687676111,46.1894254126686
01171,1100,GEOVREISSET,Géovreisset,5.6175232079050295,46.25559808524329
01173,1170,GEX,Gex,6.056999395747799,46.33295120710556
01174,1130,GIRON,Giron,5.773133593058791,46.22488091005244
01175,1190,GORREVOD,Gorrevod,4.940067419448279,46.41508231759514
01177,1250,GRAND-CORENT,Grand-Corent,5.430558194278731,46.198483207084294
01179,1290,GRIEGES,Grièges,4.84997542629584,46.25444871582501
01180,1220,GRILLY,Grilly,6.11410246842395,46.33050358787479
01181,1100,GROISSIAT,Groissiat,5.611003081251938,46.227817724429045
01183,1090,GUEREINS,Guéreins,4.780287018633819,46.10784315926699
01184,1250,HAUTECOURT-ROMANECHE,Hautecourt-Romanèche,5.417146254276341,46.15912927454104
01185,1110,HAUTEVILLE-LOMPNES,Hauteville-Lompnes,5.59917494248166,45.97851818156017
01186,1110,HOSTIAZ,Hostiaz,5.533605008678251,45.901621271597456
01187,1260,HAUT VALROMEY,Haut Valromey,5.69312930243443,45.997045564633936
01188,1140,ILLIAT,Illiat,4.888001833872609,46.18987175902969
01189,1200,INJOUX-GENISSIAT,Injoux-Génissiat,5.8018975099390895,46.051173450393364
01190,1680,INNIMOND,Innimond,5.5719325495300795,45.78272889329857
01191,1430,IZENAVE,Izenave,5.52436053203049,46.0378719212561
01192,1580,IZERNORE,Izernore,5.55352434761149,46.220113206856844
01193,1300,IZIEU,Izieu,5.64303780247684,45.654045756170284
01194,1480,JASSANS-RIOTTIER,Jassans-Riottier,4.75563461907986,45.98482937606585
01195,1250,JASSERON,Jasseron,5.32346762571465,46.212433769655156
01196,1340,JAYAT,Jayat,5.12066349696107,46.3704334475319
01197,1250,JOURNANS,Journans,5.33222530350266,46.14378777099435
01198,1800,JOYEUX,Joyeux,5.098433729745899,45.96097978587268
01199,1640,JUJURIEUX,Jujurieux,5.40800543929761,46.03950265743868
01200,1450,LABALME,Labalme,5.482859339305489,46.09284477769903
01202,1150,LAGNIEU,Lagnieu,5.349129740692551,45.902901781371156
01203,1290,LAIZ,Laiz,4.88869022819256,46.24750766656584
01204,1130,LE POIZAT-LALLEYRIAT,Le Poizat-Lalleyriat,5.71381144126852,46.15423069337224
01205,1200,LANCRANS,Lancrans,5.83284340473245,46.12429202172549
01206,1430,LANTENAY,Lantenay,5.540783630134479,46.05732602687097
01207,1330,LAPEYROUSE,Lapeyrouse,4.976519851281869,45.982991171934174
01208,1350,LAVOURS,Lavours,5.771548292895319,45.80863678713714
01209,1200,LEAZ,Léaz,5.885873487375489,46.09772562687562
01210,1410,LELEX,Lélex,5.940890097490789,46.30266653364152
01211,1240,LENT,Lent,5.195134797449589,46.11859431633679
01212,1560,LESCHEROUX,Lescheroux,5.14548405467076,46.40600113198676
01213,1150,LEYMENT,Leyment,5.29447734911972,45.92294235180584
01214,1450,LEYSSARD,Leyssard,5.475309210250429,46.15517397618585
01215,1420,LHOPITAL,Lhôpital,5.77837794696484,46.021116655710316
01216,1680,LHUIS,Lhuis,5.53289434663307,45.745772106412296
01218,1260,LOCHIEU,Lochieu,5.727318999762709,45.93045215877801
01219,1680,LOMPNAS,Lompnas,5.52005378361497,45.80281957282605
01221,1260,LOMPNIEU,Lompnieu,5.6603535748188305,45.96087904442838
01224,1360,LOYETTES,Loyettes,5.20201652701349,45.7734386678407
01225,1090,LURCY,Lurcy,4.780092972870949,46.061909543257464
01227,1300,MAGNIEU,Magnieu,5.718345174003661,45.774790791508764
01228,1430,MAILLAT,Maillat,5.537602949825731,46.12857265880078
01229,1340,MALAFRETAZ,Malafretaz,5.14616856603497,46.32401540457208
01230,1560,MANTENAY-MONTLIN,Mantenay-Montlin,5.09799481616029,46.42399886651212
01231,1570,MANZIAT,Manziat,4.906849740297658,46.35889622442022
01232,1851,MARBOZ,Marboz,5.25745764767562,46.34258420302498
01233,1680,MARCHAMP,Marchamp,5.547242703858511,45.77788331234817
01234,1300,MARIGNIEU,Marignieu,5.72069516363033,45.796358711199474
01235,1240,MARLIEUX,Marlieux,5.07260970035601,46.064147023825456
01236,1340,MARSONNAS,Marsonnas,5.070088259686281,46.34073620159608
01237,1100,MARTIGNAT,Martignat,5.608806278745519,46.20894767908437
01238,1600,MASSIEUX,Massieux,4.8293139446138005,45.90800151576333
01239,1300,MASSIGNIEU-DE-RIVES,Massignieu-de-Rives,5.766223551595669,45.75380383919972
01240,1580,MATAFELON-GRANGES,Matafelon-Granges,5.552818141615749,46.26067186166758
01241,1370,MEILLONNAS,Meillonnas,5.35078840874858,46.244303915278415
01242,1450,MERIGNAT,Mérignat,5.436462675847081,46.06862488414135
01243,1480,MESSIMY-SUR-SAONE,Messimy-sur-Saône,4.764111753814539,46.047747804727685
01244,1800,MEXIMIEUX,Meximieux,5.19433792583783,45.904209949190445
01245,1250,BOHAS-MEYRIAT-RIGNAT,Bohas-Meyriat-Rignat,5.390221313848209,46.13627561740506
01246,1660,MEZERIAT,Mézériat,5.04658280878687,46.23396799247031
01247,1410,MIJOUX,Mijoux,5.995022610498842,46.36523516342823
01248,1390,MIONNAY,Mionnay,4.929490400283749,45.89462682604556
01249,1700,MIRIBEL,Miribel,4.95278780788449,45.823966986049925
01250,1600,MISERIEUX,Misérieux,4.80951872689625,45.973172493814474
01252,1140,MOGNENEINS,Mogneneins,4.81106551342564,46.13798089269407
01254,1250,MONTAGNAT,Montagnat,5.28410378625357,46.170890817882544
01255,1470,MONTAGNIEU,Montagnieu,5.46680969931771,45.79318472975097
01257,1200,MONTANGES,Montanges,5.80116878111971,46.163823396687256
01258,1090,MONTCEAUX,Montceaux,4.796759565839969,46.09677493627272
01259,1310,MONTCET,Montcet,5.111939865350889,46.21205494176596
01260,1800,LE MONTELLIER,Le Montellier,5.072723403194439,45.929925390876505
01261,1390,MONTHIEUX,Monthieux,4.939411230219369,45.956609839173694
01262,1120,MONTLUEL,Montluel,5.055577194060519,45.8509680242132
01263,1090,MONTMERLE-SUR-SAONE,Montmerle-sur-Saône,4.7574191615172,46.08117815061086
01264,1310,MONTRACOL,Montracol,5.121720521446319,46.19655912843187
01265,1460,MONTREAL-LA-CLUSE,Montréal-la-Cluse,5.570114819140961,46.186403917455905
01266,1340,MONTREVEL-EN-BRESSE,Montrevel-en-Bresse,5.12713436884634,46.33608269514526
01267,1460,NURIEUX-VOLOGNAT,Nurieux-Volognat,5.525932003702769,46.18469165151882
01268,1300,MURS-ET-GELIGNIEUX,Murs-et-Gélignieux,5.661681536093479,45.64099250545208
01269,1130,NANTUA,Nantua,5.604857634193892,46.15317777047684
01272,1400,NEUVILLE-LES-DAMES,Neuville-les-Dames,5.002407055210079,46.16179151927622
01273,1160,NEUVILLE-SUR-AIN,Neuville-sur-Ain,5.371017589157539,46.081723643663736
01274,1130,LES NEYROLLES,Les Neyrolles,5.63278596372161,46.14082097270105
01275,1700,NEYRON,Neyron,4.931839611956979,45.814418955778336
01276,1120,NIEVROZ,Niévroz,5.063651572536921,45.82559844699465
01277,1230,NIVOLLET-MONTGRIFFON,Nivollet-Montgriffon,5.44602785573348,45.99274137607964
01279,1230,ONCIEU,Oncieu,5.472939714705161,45.958822365168764
01280,1510,ORDONNAZ,Ordonnaz,5.53706740907749,45.836674723608326
01281,1210,ORNEX,Ornex,6.09276174098104,46.27521261858004
01282,1430,OUTRIAZ,Outriaz,5.5464135047457095,46.06711027085484
01283,1100,OYONNAX,Oyonnax,5.653894155058478,46.25565661475422
01284,1190,OZAN,Ozan,4.9144858569690495,46.39119459425138
01285,1600,PARCIEUX,Parcieux,4.82439393260418,45.915286866530025
01286,1300,PARVES ET NATTAGES,Parves et Nattages,5.739976461379528,45.74363235501522
01288,1630,PERON,Péron,5.9257372829097,46.18951846492009
01289,1960,PERONNAS,Péronnas,5.201400312352149,46.177928199428024
01290,1800,PEROUGES,Pérouges,5.1787943143608,45.902708841980846
01291,1540,PERREX,Perrex,4.976890389079871,46.24510879275892
01293,1430,PEYRIAT,Peyriat,5.510235900437169,46.15350652130425
01294,1300,PEYRIEU,Peyrieu,5.67625152316181,45.67668690659617
01295,1140,PEYZIEUX-SUR-SAONE,Peyzieux-sur-Saône,4.814593345180859,46.127115858422876
01296,1270,PIRAJOUX,Pirajoux,5.2989579983050215,46.37058194796261
01297,1120,PIZAY,Pizay,5.089213156318551,45.888184910235076
01298,1130,PLAGNE,Plagne,5.727345461321349,46.19174944973097
01299,1330,LE PLANTAY,Le Plantay,5.087847601833861,46.022430436330914
01301,1310,POLLIAT,Polliat,5.12504061576454,46.2487439703147
01302,1350,POLLIEU,Pollieu,5.741458998033469,45.79946029754955
01303,1450,PONCIN,Poncin,5.40609785655769,46.08458861533973
01304,1160,PONT-D'AIN,Pont-d'Ain,5.3359330768135695,46.04821792323089
01305,1190,PONT-DE-VAUX,Pont-de-Vaux,4.93673754083791,46.43135203976764
01306,1290,PONT-DE-VEYLE,Pont-de-Veyle,4.886622238150639,46.262854488411286
01307,1460,PORT,Port,5.569060458824999,46.16390371559262
01308,1550,POUGNY,Pougny,5.94898802646361,46.13935622098997
01309,1250,POUILLAT,Pouillat,5.427144291749009,46.3264845000459
01310,1300,PREMEYZEL,Prémeyzel,5.64702460473907,45.683684713252966
01311,1110,PREMILLIEU,Prémillieu,5.571018895874951,45.87374756037139
01313,1280,PREVESSIN-MOENS,Prévessin-Moëns,6.08121565860415,46.25479899102368
01314,1160,PRIAY,Priay,5.288777190733242,46.003235353481855
01317,1250,RAMASSE,Ramasse,5.355146097180309,46.194665256444196
01318,1390,RANCE,Rancé,4.86866560385531,45.965005819172355
01319,1990,RELEVANT,Relevant,4.9492906170605195,46.08975350071652
01320,1750,REPLONGES,Replonges,4.885638396276281,46.30970889914701
01321,1250,REVONNAS,Revonnas,5.329104676325711,46.16186936697784
01322,1600,REYRIEUX,Reyrieux,4.822439629412339,45.93423376477432
01323,1190,REYSSOUZE,Reyssouze,4.91851050686639,46.43165975620771
01325,1800,RIGNIEUX-LE-FRANC,Rignieux-le-Franc,5.189285657193619,45.9394406095522
01328,1400,ROMANS,Romans,5.021542616281181,46.1182150877975
01329,1510,ROSSILLON,Rossillon,5.593552103577839,45.83178766414861
01330,1260,RUFFIEU,Ruffieu,5.663211504921079,45.993248016717146
01331,1450,SAINT-ALBAN,Saint-Alban,5.45318544065619,46.09529211736003
01332,1380,SAINT-ANDRE-DE-BAGE,Saint-André-de-Bâgé,4.91627926774798,46.29388503409323
01333,1390,SAINT-ANDRE-DE-CORCY,Saint-André-de-Corcy,4.9512335585292195,45.925780548054725
01334,1290,SAINT-ANDRE-D'HUIRIAT,Saint-André-d'Huiriat,4.91085296911457,46.21290934593447
01335,1240,SAINT-ANDRE-LE-BOUCHOUX,Saint-André-le-Bouchoux,5.078498001225359,46.11718655184388
01336,1960,SAINT-ANDRE-SUR-VIEUX-JONC,Saint-André-sur-Vieux-Jonc,5.14609519901863,46.156465615726326
01337,1190,SAINT-BENIGNE,Saint-Bénigne,4.96065698992858,46.444454849612704
01338,1300,GROSLEE-SAINT-BENOIT,Groslée-Saint-Benoit,5.588380172032729,45.69405755108854
01339,1600,SAINT-BERNARD,Saint-Bernard,4.736276407015489,45.94459584366551
01341,1300,SAINT-CHAMP,Saint-Champ,5.730364676973669,45.783510757969346
01342,1120,SAINTE-CROIX,Sainte-Croix,5.05199819589809,45.89337051842027
01343,1380,SAINT-CYR-SUR-MENTHON,Saint-Cyr-sur-Menthon,4.9727703794293,46.274905373200866
01344,1000,SAINT-DENIS-LES-BOURG,Saint-Denis-lès-Bourg,5.191861431459998,46.19883170997469
01345,1500,SAINT-DENIS-EN-BUGEY,Saint-Denis-en-Bugey,5.32793794346582,45.9510869457508
01346,1340,SAINT-DIDIER-D'AUSSIAT,Saint-Didier-d'Aussiat,5.0596677766489195,46.30579457954582
01347,1600,SAINT-DIDIER-DE-FORMANS,Saint-Didier-de-Formans,4.779240338544722,45.9556378967773
01348,1140,SAINT-DIDIER-SUR-CHALARONNE,Saint-Didier-sur-Chalaronne,4.81755736604088,46.17750907013979
01349,1800,SAINT-ELOI,Saint-Éloi,5.151588297825339,45.93295708979521
01350,1370,SAINT-ETIENNE-DU-BOIS,Saint-Étienne-du-Bois,5.292882618467381,46.28782590591234
01351,1140,SAINT-ETIENNE-SUR-CHALARONNE,Saint-Étienne-sur-Chalaronne,4.86576128619054,46.14610285626116
01352,1190,SAINT-ETIENNE-SUR-REYSSOUZE,Saint-Étienne-sur-Reyssouze,4.99987093451596,46.412248694166664
01353,1600,SAINTE-EUPHEMIE,Sainte-Euphémie,4.79786905527282,45.97245734329527
01354,1630,SAINT-GENIS-POUILLY,Saint-Genis-Pouilly,6.020801175769819,46.24290197490471
01355,1380,SAINT-GENIS-SUR-MENTHON,Saint-Genis-sur-Menthon,5.00808526389457,46.28149409530179
01356,1400,SAINT-GEORGES-SUR-RENON,Saint-Georges-sur-Renon,5.031431959565191,46.10542753952891
01357,1130,SAINT-GERMAIN-DE-JOUX,Saint-Germain-de-Joux,5.7382887908962195,46.1770699158539
01358,1300,SAINT-GERMAIN-LES-PAROISSES,Saint-Germain-les-Paroisses,5.61781343111306,45.77266374876888
01359,1240,SAINT-GERMAIN-SUR-RENON,Saint-Germain-sur-Renon,5.05640473997735,46.08065634662425
01360,1630,SAINT-JEAN-DE-GONVILLE,Saint-Jean-de-Gonville,5.951614785043409,46.212278244585775
01361,1800,SAINT-JEAN-DE-NIOST,Saint-Jean-de-Niost,5.217481080060831,45.837996616177804
01362,1390,SAINT-JEAN-DE-THURIGNEUX,Saint-Jean-de-Thurigneux,4.88114416686867,45.95218868129329
01363,1640,SAINT-JEAN-LE-VIEUX,Saint-Jean-le-Vieux,5.38811045828889,46.028211819378896
01364,1560,SAINT-JEAN-SUR-REYSSOUZE,Saint-Jean-sur-Reyssouze,5.061761143614861,46.39583437785348
01365,1290,SAINT-JEAN-SUR-VEYLE,Saint-Jean-sur-Veyle,4.91501919998894,46.25787655109149
01366,1150,SAINTE-JULIE,Sainte-Julie,5.27762329754727,45.88995087748316
01367,1560,SAINT-JULIEN-SUR-REYSSOUZE,Saint-Julien-sur-Reyssouze,5.110141735069231,46.401255378439174
01368,1540,SAINT-JULIEN-SUR-VEYLE,Saint-Julien-sur-Veyle,4.95326001156031,46.201379771506474
01369,1250,SAINT-JUST,Saint-Just,5.27970713978463,46.18989716647788
01370,1750,SAINT-LAURENT-SUR-SAONE,Saint-Laurent-sur-Saône,4.83869042415689,46.30507198567272
01371,1390,SAINT-MARCEL,Saint-Marcel,4.986906548515509,45.94857984262941
01372,1510,SAINT-MARTIN-DE-BAVEL,Saint-Martin-de-Bavel,5.676864504011271,45.84876447246568
01373,1430,SAINT-MARTIN-DU-FRENE,Saint-Martin-du-Frêne,5.552302404615932,46.138153698333156
01374,1160,SAINT-MARTIN-DU-MONT,Saint-Martin-du-Mont,5.32784071770978,46.10153638808959
01375,1310,SAINT-MARTIN-LE-CHATEL,Saint-Martin-le-Châtel,5.11461425466756,46.28136705448334
01376,1700,SAINT-MAURICE-DE-BEYNOST,Saint-Maurice-de-Beynost,4.97490221446021,45.82988779501422
01378,1800,SAINT-MAURICE-DE-GOURDANS,Saint-Maurice-de-Gourdans,5.194872072541608,45.820421467894235
01379,1500,SAINT-MAURICE-DE-REMENS,Saint-Maurice-de-Rémens,5.275290913330759,45.958463712113804
01380,1560,SAINT-NIZIER-LE-BOUCHOUX,Saint-Nizier-le-Bouchoux,5.15017758386136,46.45905960764746
01381,1320,SAINT-NIZIER-LE-DESERT,Saint-Nizier-le-Désert,5.147330255541009,46.05555021830037
01382,1330,SAINTE-OLIVE,Sainte-Olive,4.932524767435499,46.017979437660316
01383,1240,SAINT-PAUL-DE-VARAX,Saint-Paul-de-Varax,5.128281446558591,46.0982477718146
